term,original_sentence,refined_sentence,sentiment
수질오염물질,강수량 부족으로 하천 유지수량이 적은 갈수기에는 소량의 수질오염물질의..,강수량 부족으로 하천 유지수량이 적은 갈수기에는 소량의 수질오염물질이 농도에 영향을 미칠 수 있다.,neutral
지구물리학,"강원대 자연과학대학 이용섭(지구물리학과 4년)씨와 IT대학 전기전자공학과 3학년 이종찬, 강태안, 최현정, 이윤순, 권효민씨로 구성된 캡스톤디자인팀이 최근 평창에서 열린 `제10회 스마트에너지 경진대회'에서 `스마트 멀티탭' 작품으로 한국전력공사 사장상인 `금상'을 수상했다. 

`스마트 멀티탭'은 효율적인 전력 사용과 전기화재사고 예방에 효과적인 작품..",강원대 자연과학대학 이용섭(지구물리학과 4년)씨와 캡스톤디자인팀이 최근 평창에서 열린 제10회 스마트에너지 경진대회에서 스마트 멀티탭으로 금상을 수상했다.,neutral
카드뮴,강원대병원 환경보건센터 홍석호 연구팀장은 카드뮴에 노출된 폐 세포의 유전체 변화를 분석해 세포의 염증 및 사멸과 관련된 신호 전달 기전을 밝혀냈다고 9일 밝혔다.,강원대병원 환경보건센터 홍석호 연구팀장은 카드뮴에 노출된 폐 세포의 유전체 변화를 분석해 세포의 염증 및 사멸과 관련된 신호 전달 기전을 밝혀냈다고 9일 밝혔다.,negative
일산화탄소,강원도 강릉의 한 팬션으로 우정여행을 떠났던 고등학생들이 일산화탄소 중독으로 추정되는 사..,강원도 강릉의 한 팬션에서 고등학생들이 일산화탄소 중독으로 추정되는 사고를 당했다.,negative
가뭄피해,[인제=환경일보] 최선호 기자 = 강원도 인제군이 연일 계속되는 폭염과 강우량 부족으로 극심한 가뭄피해를 예방하고자 가뭄대책 비상근무와 예비비를 사용하여 관정개발 및 양수시설 설치 등 가뭄대책에 만전을 기하고 있다.,강원도 인제군이 연일 계속되는 폭염과 강우량 부족으로 가뭄피해를 예방하기 위해 가뭄대책에 만전을 기하고 있다.,negative
녹조류,"녹조 Water-blooming
 강이나 호수에 녹조류 또는 시아노박테리아 같은 식물플랑크톤이 크게 번식해 물빛이 짙은 녹색을 띠게 되는 현상을 말한다.",강이나 호수에 녹조류 또는 시아노박테리아 같은 식물플랑크톤이 크게 번식해 물빛이 짙은 녹색을 띠게 되는 현상을 말한다.,neutral
부영양화,"식물플랑크톤이 자라는 데에는 질소(N)와 인(P) 같은 영양분이 필요한데, 강이나 호수에 이러한 영양물질이 많은 상태를 부영양화(富營養化, eutroph..",강이나 호수에 영양물질이 과도하게 축적되어 부영양화가 발생하면 식물플랑크톤이 급증하는 현상이 일어난다.,negative
태양 흑점,강한 미세먼지로 인해 하늘이 흐려지면서 태양의 흑점까지 휴대전화 카메라에 포착됐다.,강한 미세먼지로 인해 하늘이 흐려지면서 태양의 흑점까지 휴대전화 카메라에 포착됐다.,neutral
태양 흑점,강한 미세먼지로 인해 하늘이 흐려지면서 태양의 흑점까지 휴대전화 카메라에 포착됐다.,강한 미세먼지로 인해 하늘이 흐려지면서 태양의 흑점까지 휴대전화 카메라에 포착됐다.,neutral
하수,"강한 살균력으로 하수의 살균과 악취를 제거하거나 농약 분해, 중금속 제거, 유해 물질을 분해한다. ..","강한 살균력으로 하수의 살균과 악취를 제거하거나 농약 분해, 중금속 제거, 유해 물질을 분해한다.",neutral
흡착,개나리벽지가 최근 업계 최초로 흡착 흡방습 기능을 가진 PVC벽지를 개발해 특허를 출원했다.,개나리벽지가 최근 업계 최초로 흡착 흡방습 기능을 가진 PVC벽지를 개발해 특허를 출원했다.,positive
무임승차,미국 생태학자 겸 철학자였던 개릿 하딘은 1968년 사이언스지에 실린 그의 논문에서 공유지의 희귀한 공유 자원은 어떤 공동의 강제적 규칙이 없다면 많은 이의 무임승차 때문에 결국 파괴된다는 사실을 지적한 바 있다.,개릿 하딘은 그의 논문에서 공유지의 희귀한 공유 자원이 무임승차로 인해 파괴될 수 있음을 지적하였다.,negative
재사용,,개발 시스템은 사용 후 배터리(폐배터리)의 폐에너지를 회생방전하여 재사용하는 기술이다.,positive
공기정화,[헤럴드경제=정찬수 기자] 개인용 공기정화 시스템 기업 프리에어(Free Air)가 기능성과 휴대성을 동시에 갖춘 공기정화 시스템 ‘프리에어 II(FreeAir II)’를 한국에 출시한다고 3일 밝혔다.,개인용 공기정화 시스템 기업 프리에어(Free Air)가 기능성과 휴대성을 갖춘 ‘프리에어 II(FreeAir II)’를 한국에 출시한다고 밝혔다.,positive
소독,개정 조례는 쓰레기 소각 연막 소독 등을 하기 전에 소방서에 신고하지 않아 소..,개정 조례는 쓰레기 소각 연막 소독 등을 하기 전에 소방서에 신고하지 않아 소독 절차의 미비를 지적한다.,neutral
액화석유가스,"거제 대우조선해양이 건조 중이던 액화석유가스(LPG) 운반선 탱크에서 발생한 화재와 관련, 재발 방지를 위한 개선사항 이행방안을 제출함에 따라 고용부가 작업중지 명령 해제 검토에 들어갔다.","거제 대우조선해양이 건조 중이던 액화석유가스(LPG) 운반선 탱크에서 발생한 화재와 관련, 재발 방지를 위한 개선사항 이행방안을 제출함에 따라 고용부가 작업중지 명령 해제 검토에 들어갔다.",neutral
분쟁조정,"건강피해조사를 비롯, 분쟁조정, 피해구제를 한번에 일괄 시행하는 서비스도 도입된다.","건강피해조사를 비롯한 분쟁조정, 피해구제를 한번에 일괄 시행하는 서비스도 도입된다.",neutral
pH,건강한 피부의 표준 산도는 pH 5.5~6.0를 유지하는 약산성으로 트러블이 자주 일어나는 피부일수록 알칼리성에 가깝다.,건강한 피부의 표준 산도는 pH 5.5~6.0를 유지하는 약산성으로 트러블이 자주 일어나는 피부일수록 알칼리성에 가깝다.,neutral
산도,건강한 피부의 표준 산도는 pH 5.5~6.0를 유지하는 약산성으로 트러블이 자주 일어나는 피부일수록 알칼리성에 가깝다.,건강한 피부의 표준 산도는 pH 5.5~6.0를 유지하는 약산성으로 트러블이 자주 일어나는 피부일수록 알칼리성에 가깝다.,neutral
교각,건설 중인 다리는 가운데 교각을 중심으로 상판이 한쪽으로 기울듯 무너져 내렸다.,건설 중인 다리의 교각을 중심으로 상판이 한쪽으로 기울며 무너져 내렸다.,negative
공기정화,"- 건설사, 아파트에 미세먼지 저감기술 도입 잇따라



헤파필터 세균입자도 걸러

초미세먼지 포함 99% 차단



천장에 붙이는 ‘시스클라인’

24시간 별도 환기 필요없어



‘IoT 홈큐브’는 자동측정 환기

‘5ZCS’ 단지입구서 방까지

5단계 공기정화 대기질 알림",건설사들이 아파트에 미세먼지 저감기술과 공기정화 시스템을 도입하고 있다.,positive
건전지,[머니투데이 박수현 기자] 건전지 등의 배터리를 사용한 후 일반 쓰레기와 함께 버리면 예상치 못한 결과를 초래할 수 있다는 경고가 나왔다.,건전지 등의 배터리를 사용한 후 일반 쓰레기와 함께 버리면 예상치 못한 결과를 초래할 수 있다는 경고가 나왔다.,negative
건전지,"건전지는 보통 공공기관과 주거지역 곳곳에 비치된 폐건전지 수거함을 통해 수거가 이뤄지지만, 간혹 장난감이나 소형 가전제품 등 플라스틱 제품에 장착된 배터리를 분리하지 않고 배출하는 사례가 발생하고 있다.","건전지는 보통 공공기관과 주거지역 곳곳에 비치된 폐건전지 수거함을 통해 수거가 이뤄지지만, 간혹 배터리를 분리하지 않고 배출하는 사례가 발생하고 있다.",neutral
건전지,건전지는 보통 공공기관과 주거지역 ..,건전지는 보통 공공기관과 주거지역에서 사용된다.,neutral
건전지,건전지는 우리 생활 속에서 떼려야 뗄 수 없는 존재가 되어 버렸다.,건전지는 우리 생활 속에서 떼려야 뗄 수 없는 존재가 되어 버렸다.,neutral
건전지,건전지는 보통..,"건전지는 일반적으로 건전지라고 불리며, 전기를 저장하는 일회용 또는 충전 가능한 배터리이다.",neutral
액화석유가스,건조 중이던 액화석유가스(LPG) 운반선의 좁은 탱크 안에서 용접을 하던 중 불꽃이 인화성이 강한 우..,건조 중이던 액화석유가스(LPG) 운반선의 좁은 탱크 안에서 용접을 하던 중 불꽃이 인화성이 강한 액화석유가스와 접촉하여 화재가 발생했다.,negative
반감기,걸러낼 수 없는 방사성 물질인 삼중수소(H-3)는 반감기가 짧기 때문에 60년이면 97% 사라지기 때문이다.,걸러낼 수 없는 방사성 물질인 삼중수소(H-3)는 반감기가 짧기 때문에 60년이면 97% 사라지기 때문이다.,neutral
일산화탄소,"검사 항목은 유지기준인 미세먼지, 초미세먼지, 일산화탄소, 이산화탄소, 폼알데하이드, 총부유세균 6종과 권고기준인 라돈 총 7종이다.","검사 항목은 유지기준인 미세먼지, 초미세먼지, 일산화탄소, 이산화탄소, 폼알데하이드, 총부유세균 6종과 권고기준인 라돈 총 7종이다.",neutral
pH,검사에서 pH 농도는 최저 6.39ppm에서 최대 8.03ppm으로 나타났다..,검사에서 pH 농도는 최저 6.39ppm에서 최대 8.03ppm으로 나타났다.,neutral
크롬,검출된 물질 가운데 크롬(Cr) 등은 대표적인 발암성 물질이라 피부염 뿐만 아니라 오랜 시간 노출될 경우 암을 유발할 수 있는데도 시는 이를 기준치 이내라고 표..,검출된 물질 가운데 크롬(Cr) 등은 대표적인 발암성 물질이라 피부염 뿐만 아니라 오랜 시간 노출될 경우 암을 유발할 수 있는데도 시는 이를 기준치 이내라고 표기했다.,negative
토양오염,게다가 토양오염의 경우 다른 오염보다 원상태로 되돌리는 데 더 많은 시간과 비용이 ..,게다가 토양오염의 경우 다른 오염보다 원상태로 되돌리는 데 더 많은 시간과 비용이 든다.,negative
카드뮴,"겨울철 미세먼지는 납, 카드뮴 등 중금속과 같은 유해 물질을 다량 포함하고 있어 피부 트러블은 물론, 호흡기 질환과 안구 질환 등을 유발하기도 한다.","겨울철 미세먼지는 납, 카드뮴 등 중금속과 같은 유해 물질을 다량 포함하고 있어 피부 트러블은 물론, 호흡기 질환과 안구 질환 등을 유발하기도 한다.",negative
중성,"결정을 이루는 대부분의 물질은 양전하 입자와 음전하 입자가 규칙적으로 배열되면서 전기적으로 중성을 나타내지만, 어떤 물질의 경우 마치 건전지처럼 한쪽이 플러스 다른 한쪽이 마이너스 형태가 되어 압력을 가하면 입자의 위치가 바뀌..","결정을 이루는 대부분의 물질은 양전하 입자와 음전하 입자가 규칙적으로 배열되면서 전기적으로 중성을 나타내지만, 어떤 물질의 경우 마치 건전지처럼 한쪽이 플러스 다른 한쪽이 마이너스 형태가 되어 압력을 가하면 입자의 위치가 바뀌게 된다.",neutral
소독,"도심 복판 셀미트 공장 가보니 
 
바닷물 한방울 없는 곳에서 
비싼 독도새우 배양육 키워 
국내 첫 식약처 허가 기대도 
 
온난화 해양오염 극복법 부상 
굴 키조개 명태 등에도 도전

경기 구리 갈매지구의 도심 속 한 공장, 하얀 위생복을 입고 이중삼중의 소독을 끝낸 뒤 공장의 문을 열자, 반짝거리는 은빛 설비들이 보였다.",경기 구리 갈매지구의 도심 속 한 공장에서 하얀 위생복을 입고 이중삼중의 소독을 끝낸 뒤 반짝거리는 은빛 설비들이 보였다.,positive
소독,"경기 구리시 갈매지구의 도심 속 한 공장, 하얀 위생복을 입고 이중 삼중의 소독을 끝낸 뒤 공장 문을 열자 반짝거리는 은빛 설비가 보였다.",경기 구리시 갈매지구의 도심 속 한 공장에서 이중 삼중의 소독을 마친 뒤 은빛 설비가 반짝였다.,positive
그린벨트,경기 구리시의회 330회 임시회에서 그린벨트에서 해제된 집단취락지역의 주거환경 개선이 매우 시급하다는 지적이 나왔다.,경기 구리시의회 330회 임시회에서 그린벨트에서 해제된 집단취락지역의 주거환경 개선이 매우 시급하다는 지적이 나왔다.,neutral
교각,경기 남양주경찰서 수사본부는 교각(다리 하부)에 설치된 폐쇄회로(CC)TV에 녹화 저장된 영상 분석 작업을 마친 결과 작업자..,경기 남양주경찰서 수사본부는 교각에 설치된 폐쇄회로(CC)TV에 녹화된 영상 분석 작업을 마쳤다.,neutral
공공수역,경기 시흥시는 여름철 집중호우 기간에 오염물질 무단배출 등의 불법행위로 인한 공공수역 오염을 사전에 차단하기 위해 7월부터 8월까지 관내 폐수배출시설 208개소를 대상으로 특별지도 점검한다고 23일 밝혔다.,경기 시흥시는 여름철 집중호우 기간에 오염물질 무단배출 등의 불법행위로 인한 공공수역 오염을 사전에 차단하기 위해 특별지도 점검을 실시한다.,neutral
일산화탄소,경기 용인서부경찰서는 8일 오전 숨진 A씨(43)의 시신을 부검한 국립과학수사연구원이 '일산화탄소 중독사로 추정된다'는 1차 소견을 냈다고 밝혔다.,경기 용인서부경찰서는 8일 오전 숨진 A씨(43)의 시신을 부검한 국립과학수사연구원이 일산화탄소 중독사로 추정된다는 1차 소견을 밝혔다.,neutral
일산화탄소,[대한경제=최종복 기자] 경기 의정부시는 연탄 난방기기를 사용하는 취약계층에게 일산화탄소 경보기를 무상 보급했다고 밝혔다.,경기 의정부시는 연탄 난방기기를 사용하는 취약계층에게 일산화탄소 경보기를 무상 보급했다고 밝혔다.,negative
하수종말처리장,"수질 기준치 5배 초과 폐수 유입
300여 농가 벼 생육 이상증세 보여
남한강 수계 식수원 오염 우려
 
 경기 이천시 장호원읍 노탑리 논 4,600여㎡에서 벼농사를 짓고 있는 이현모(58)씨는 요즘 이천시가 운영하는 하수종말처리장 때문에 골치가 지끈거린다.","경기 이천시 장호원읍 노탑리 논 4,600여㎡에서 벼농사를 짓고 있는 이현모(58)씨는 요즘 이천시가 운영하는 하수종말처리장 때문에 골치가 지끈거린다.",negative
환경기준,경기 인천 전역의 오존 농도가 환경기준을 초과하고 대기오염 수준 역시 전국 최고인 것으로 나타났다.,경기 인천 전역의 오존 농도가 환경기준을 초과하고 대기오염 수준 역시 전국 최고인 것으로 나타났다.,negative
지하수 오염,"평택시 ""오염된 하천 주변 지하수는 오염 안된 듯"" 
경기 평택시가 오염된 하천 주변 지하수를 간이 검사한 결과, 오염물질은 확산하지 않은 것으로 추정된다고 밝혔습니다.","경기 평택시가 오염된 하천 주변 지하수를 간이 검사한 결과, 오염물질은 확산하지 않은 것으로 추정된다고 밝혔습니다.",positive
pH,아시아투데이 이진 기자 =경기 평택시는 지난 15일 총 22곳의 지하수를 대상으로 수질검사를 진행한 결과 수소이온농도(pH)가 기준치 아래로 측정돼 '화성 평택 하천 수질오염'이 인근 지하수까지 확산되지 않은 것으로 분석했다.,경기 평택시는 지난 15일 지하수 22곳의 수질검사 결과 pH가 기준치 아래로 측정돼 하천 수질오염이 인근 지하수까지 확산되지 않은 것으로 분석했다.,neutral
염화물,"경기남부경찰청은 지난 2일, 국과수로부터 ""아스팔트 아래 콘크리트에 염화물이 유입돼 철근이 부식됐고 콘크리트의 압축강도도 떨어진 상황에서 교량 표면의 균열에 대한 유지보수가 적절히 이뤄지지 않아 붕괴가 일어난 것으로 판..","경기남부경찰청은 아스팔트 아래 콘크리트에 염화물이 유입돼 철근이 부식되고 교량 표면의 균열이 발생했으며, 유지보수 부실로 붕괴가 일어난 것으로 판명됐다.",negative
토양 오염,"[사진제공=경기도청] 
[헤럴드경제(수원)=박정규 기자]경기도 보건환경연구원은 지난해 도내 31개 시군 내 ‘토양 오염 우려 지역’에 대한 토양오염 실태 조사를 실시한 결과, 10개 시군 내 17개 지역에서 기준치를 초과하는 아연, 납 등 중금속이 검출됐다고 23일 밝혔다.","경기도 보건환경연구원은 지난해 도내 31개 시군 내 ‘토양 오염 우려 지역’에 대한 실태 조사 결과, 10개 시군 내 17개 지역에서 기준치를 초과하는 중금속이 검출됐다고 밝혔다.",negative
수질오염물질,경기도 수자원본부는 동절기 해빙기 수질관리대책으로 △수질관리상황실 설치 등 수질오염사고 종합대응 시스템 구축 및 운영 △수질오염물질 배출시설 지도 점검 및 수질오염사고 유발시설 사전점검 등을 추진한다.,경기도 수자원본부는 동절기 해빙기 수질관리대책으로 수질오염물질 배출시설 지도 점검 및 수질오염사고 유발시설 사전점검 등을 추진한다.,negative
일산화탄소,경기도 용인에서 숨진채 발견된 국가정보원 직원의 사인이 일산화탄소 중독으로 확인됐다.,경기도 용인에서 숨진 채 발견된 국가정보원 직원의 사인은 일산화탄소 중독으로 확인됐다.,negative
토양오염,[아시아경제(수원)=이영규 기자] 경기도가 도내 토양오염 실태조사에 나선다.,경기도가 도내 토양오염 실태조사에 나선다.,negative
토양오염,경기도가 토양오염 실태조사에 나선다.,경기도가 토양오염 실태조사에 나선다.,negative
그린벨트,"[인천일보] ●인천일보TV 

△100초 브리핑 

https://youtu.be/twGfKrNFjoA 

●신문 바로보기(클릭!) 

https://bit.ly/3f6tmrR 

1. 물폭탄 안성 산사태 1명 사망 

https://bit.ly/3glwroJ 

2. 경기도, 서울시 요구에 의정부 그린벨트 푸나 

https://bit.ly/30l0D..",경기도는 서울시의 요구에 따라 의정부의 그린벨트를 해제했다.,neutral
도로재비산먼지,경기도는 올해 도로재비산먼지 제거차량을 지난해보다 두 배 늘어난 8대를 확충할 계획이라고 21일 밝혔다.,경기도는 올해 도로재비산먼지 제거차량을 지난해보다 두 배 늘어난 8대를 확충할 계획이라고 21일 밝혔다.,neutral
아황산가스,"경기도는 최근 미세먼지와 아황산가스 등 환경오염물질을 상대적으로 많이 배출하는 도내 벙커-C유 사용업체에 대한 민관 합동점검을 실시한 결과, 대기오염물질 무단 배출 등 환경관련 위반사항 25건을 적발했다고 8일 밝도경기도광역환경관리사업소는 지난 4..","경기도는 최근 미세먼지와 아황산가스 등 환경오염물질을 상대적으로 많이 배출하는 도내 벙커-C유 사용업체에 대한 민관 합동점검을 실시한 결과, 대기오염물질 무단 배출 등 환경관련 위반사항 25건을 적발했다고 8일 밝혔다.",neutral
수질오염사고,,경기도는 화성시 관리천 수질오염사고가 주변 지역에 미친 영향을 파악하기 위해 사후환경영향조사를 시작한다고 밝혔다.,negative
일산화탄소,"경기도보건환경연구원에 따르면 지난해 경기지역 초미세먼지와 아황산가스 농도는 2020년과 같은 수치로 낮게 나타났고, 일산화탄소와 이산화질소는 전년보다 개선됐으나 미세먼지와 오존 수치는 다소 높아진 것으로 나타났습니다.",경기도보건환경연구원에 따르면 일산화탄소 농도는 전년보다 개선된 것으로 나타났다.,neutral
아황산가스,"경기도보건환경연구원에 따르면 지난해 경기지역 초미세먼지와 아황산가스 농도는 2020년과 같은 수치로 낮게 나타났고, 일산화탄소와 이산화질소는 전년보다 개선됐으나 미세먼지와 오존 수치는 다소 높아진 것으로 나타났습니다.",경기도보건환경연구원에 따르면 지난해 경기지역 아황산가스 농도는 낮게 나타났다.,neutral
환경기준,경기도보건환경연구원은 2011~2016년 도내 월별 미세먼지 오염도를 분석한 결과 11월 평균 미세먼지 농도가 51㎍/㎥를 기록해 환경정책기본법이 정한 환경기준 50㎍/㎥를 초과했다고 20일 밝혔..,경기도보건환경연구원은 2011~2016년 도내 월별 미세먼지 오염도를 분석한 결과 11월 평균 미세먼지 농도가 환경기준인 50㎍/㎥를 초과했다고 밝혔다.,neutral
토양오염,경기도보건환경연구원은 오는 5월부터 10월까지 사고 민원 발생지역 등 토양오염 우려 지역을 대상으로 2024년 토양오염 실태조사를 실시한다고 26일 밝혔다.,경기도보건환경연구원은 2024년 토양오염 실태조사를 실시한다고 밝혔다.,negative
공장폐수,"5~11월까지 산업단지, 공장지역 등 309개 지점 대상 

 

 
 

 

경기도보건환경연구원은 5월부터 11월까지 공장폐수 유입지역 등 토양오염 우려지역을 대상으로 실태조사를 실시한다고 16일 밝혔다.",경기도보건환경연구원은 5월부터 11월까지 공장폐수 유입지역 등 토양오염 우려지역을 대상으로 실태조사를 실시한다고 16일 밝혔다.,negative
토양오염,경기도보건환경연구원은 이달부터 오는 11월까지 도내 토양오염 우려지역 303곳을 대상으로 '2019 토양오염 실태조사'를 실시한다고 14일 밝혔다.,경기도보건환경연구원은 이달부터 오는 11월까지 도내 토양오염 우려지역 303곳을 대상으로 '2019 토양오염 실태조사'를 실시한다고 밝혔다.,negative
피렌,"발암성 유해 물질 벤조(a)피렌, 디벤즈(a,h)안트라센 모두 '불검출' [경기=환경일보] 강태희 기자 = 경기도보건환경연구원이 도내 유통 중인 마스카라와 흑채 제품 50개를 수거해 유해 금속 등 안전성 검사를 실시한 결과 모두 기준치 이내 안전한 수준으로 나타났다고 12일 밝혔다.","경기도보건환경연구원이 도내 유통 중인 마스카라와 흑채 제품 50개를 검사한 결과, 발암성 유해 물질인 벤조(a)피렌이 모두 '불검출'되어 안전한 수준임이 확인됐다.",neutral
일산화탄소,경기도보건환경연구원이 지난해 31개 시군 측정소 127곳에서 수집된 대기오염도 자료를 분석한 결과 초미세먼지와 아황산가스는 2020년과 같았고 일산화탄소와 이산화질소는 개선됐..,경기도보건환경연구원이 지난해 31개 시군 측정소 127곳에서 수집된 대기오염도 자료를 분석한 결과 일산화탄소는 개선됐다.,positive
아황산가스,경기도보건환경연구원이 지난해 31개 시군 측정소 127곳에서 수집된 대기오염도 자료를 분석한 결과 초미세먼지와 아황산가스는 2020년과 같았고 일산화탄소와 이산화질소는 개선됐..,경기도보건환경연구원이 지난해 31개 시군 측정소 127곳에서 수집된 대기오염도 자료를 분석한 결과 초미세먼지와 아황산가스는 2020년과 같았고 일산화탄소와 이산화질소는 개선됐다는 사실이 드러났다.,neutral
일산화탄소,경기도의 일산화탄소(CO) 및 휘발성유기화합물(VOCs) 배출량이 전국에서 가장 많은 것으로 나타났다.,경기도의 일산화탄소(CO) 배출량이 전국에서 가장 많은 것으로 나타났다.,negative
색도,경기연구원이 최근 '신천 색도 개선을 위한 향후 과제'를 발간 신천 오염의 원인과 문제..,경기연구원이 최근 '신천 색도 개선을 위한 향후 과제'를 발간하여 신천 오염의 원인과 문제를 다루고 있다.,neutral
환경기준,"ㆍ평균 농도 환경기준 초과 겨울 난방연료 사용 증가 탓

경기지역 미세먼지(PM10) 오염도가 11월부터 대기환경기준을 넘어 급격히 높아지는 것으로 나타났다.",경기지역 미세먼지(PM10) 오염도가 11월부터 대기환경기준을 넘어 급격히 높아지는 것으로 나타났다.,neutral
액화천연가스,경남 거제 대우조선해양 옥포조선소에서 건조 중인 액화천연가스(LPG) 운반선에서 화재가 발생했다.,경남 거제 대우조선해양 옥포조선소에서 건조 중인 액화천연가스(LPG) 운반선에서 화재가 발생했다.,neutral
NGO,"▶ 올해 48회를 맞은 세계 ‘지구의 날‘(4월22일)의 주제는 ’플라스틱 오염‘에 맞추어졌다. 바다 쓰레기, 특히 플라스틱 쓰레기의 위협은 이제 바다 생태계를 넘어 인간에게도 영향을 끼치기 시작했다. 쉽게 해결책이 보이지 않는 바다 쓰레기 문제에 대해 9년째 조사하고 연구하며 개선방안을 제기하며 변화를 모색해온 경남 통영의 엔지오(NGO) ’",경남 통영의 NGO는 바다 쓰레기 문제에 대해 9년째 조사하고 연구하며 개선방안을 모색하는 활동을 펼치고 있다.,positive
카드뮴,"경남 하동군 하동녹차연구소가 27일 녹차의 유용성분이 미세먼지 속 카드뮴, 납, 망간 등 중금속을 체외로 배출하는 효능이 있다며 녹차 음용을 적극적으로 권장했다.",경남 하동군 하동녹차연구소가 녹차의 유용성분이 카드뮴 등 중금속 배출에 효과가 있다고 권장했다.,neutral
부패,경남도는 계속되는 폭염으로 가축사료 부패와 변질 방지를 위해 축산농장 사료 저장소에 자동 온도조절 장치를 보급한다.,경남도는 계속되는 폭염으로 가축사료 부패와 변질 방지를 위해 축산농장 사료 저장소에 자동 온도조절 장치를 보급한다.,negative
고도정수처리,경남도는 김병규 경제부지사가 26일 창원 칠서취수장과 한국수자원공사 창녕함안보 사업소를 방문해 낙동강 조류 발생 상황과 고도정수처리 운영 실태 등 현장 점검했다고 밝혔다.,경남도는 김병규 경제부지사가 26일 창원 칠서취수장과 한국수자원공사 창녕함안보 사업소를 방문해 낙동강 조류 발생 상황과 고도정수처리 운영 실태 등 현장 점검했다고 밝혔다.,neutral
축산폐수,"●경남도, “생활하수 축산폐수가 원인”● 경남도는 31일 오전 ‘낙동강 녹조 발생 원인, 제대로 알자’라는 제목의 브리핑에서 “낙동강 녹조 발생의 근본적인 원인이 생활하수, 가축분뇨 등에 포함된 질소, 인 등..","경남도는 낙동강 녹조 발생의 근본적인 원인으로 축산폐수와 생활하수에 포함된 질소, 인 등을 지목했다.",negative
BOD,"핵심요약 경남연구원, 도내 수질 BOD II 등급 이상 T-P 가화천 거제 중권역 제외 II 등급 이상 
황강 낙동강남해 남해도 중권역 수질 '매우 좋음' 
낙동강 하류로 갈수록 어류건강성 지수 나빠져 
가뭄예경보 가장 높은 곳 '밀양강 중권역' 경남연구원 제공 
경남의 주요 지점 수질이 대부분 양호한 것으로 나타났다.","경남연구원은 도내 수질이 대부분 양호하며, BOD 등급이 높은 지역이 일부 있지만 전반적으로 수질이 양호하다고 밝혔다.",neutral
T-P,"핵심요약 경남연구원, 도내 수질 BOD II 등급 이상 T-P 가화천 거제 중권역 제외 II 등급 이상 
황강 낙동강남해 남해도 중권역 수질 '매우 좋음' 
낙동강 하류로 갈수록 어류건강성 지수 나빠져 
가뭄예경보 가장 높은 곳 '밀양강 중권역' 경남연구원 제공 
경남의 주요 지점 수질이 대부분 양호한 것으로 나타났다.","경남연구원은 도내 주요 지점의 수질이 대부분 양호하며, T-P 등급이 높은 지역이 포함되어 있음을 밝혔다.",positive
경도,"경도 두부외상이란 일반적인 두피열상과 두피좌상, 뇌진탕으로 불리는 일과성 의식소실까지를 말한다.","경도 두부외상이란 일반적인 두피열상과 두피좌상, 뇌진탕으로 불리는 일과성 의식소실까지를 말한다.",neutral
경도,경도 차이로 ..,경도 차이로 인해 발생하는 현상에 대해 설명한다.,neutral
일반폐기물,[영천 청도] 전국적인 조직망을 갖추고 각종 산업 일반폐기물을 무단 투기한 후 도주하는 사례가 영천에 이어 청도 등 경북 곳곳에서 발생하자 지자체별로 후속대책 마련에 고심하고 있다.,경북 곳곳에서 각종 산업 일반폐기물을 무단 투기한 후 도주하는 사례가 발생하자 지자체별로 후속대책 마련에 고심하고 있다.,negative
페놀,1991년 3월14일 오후 10시께 경북 구미시 구포동에 위치한 두산전자가 15일 오전 6시까지 30t의 페놀 원액을 낙동강 지류인 옥계천에 흘려보냈다.,경북 구미시 구포동의 두산전자가 30t의 페놀 원액을 낙동강 지류인 옥계천에 흘려보냈다.,negative
오수,(동양일보 이도근 기자) 경북 상주 지주조합이 추진하는 문장대 온천이 개발되면 상온을 웃도는 오수가 사시사철 방류돼 하류인 괴산 등 충북지역의 하천오염과 생태계 교란이 우려된다는 주장이 제기됐다.,경북 상주 지주조합이 추진하는 문장대 온천이 개발되면 상온을 웃도는 오수가 사시사철 방류돼 하류인 괴산 등 충북지역의 하천오염과 생태계 교란이 우려된다는 주장이 제기됐다.,negative
분뇨,한 달 넘게 녹조가 지속되고 있는 경북 안동호 역시 가축 분뇨가 원인으로 지목됐습니다.,경북 안동호에서 한 달 넘게 녹조가 지속되고 있는 원인으로 가축 분뇨가 지목됐습니다.,negative
분말활성탄,"[영천(경북)=데일리한국 염순천 기자] 경북 영천시가 조류경보제 발령에 대비해 선제적으로 시설정비를 완료하고 염소 투입농도 조절, 분말활성탄 투입 등 유해물질 제거와 오염원 점검, 수질모니터링 등 정수처리 강화에 나섰다.",경북 영천시가 조류경보제 발령에 대비해 정수처리 강화를 위해 분말활성탄 투입 등 유해물질 제거와 오염원 점검을 실시했다.,neutral
일반폐기물,"【브레이크뉴스 경북울릉】황진영 기자=경북 울릉군이 지난 2019년 5월 30일 오전 발생한 울릉주유소 기름 유출 사고당시 흡착포를 일반폐기물로 처리한 것으로 뒤 늦게 밝혀져 지역사회가 들썩이고 있다. 
 


  ",경북 울릉군이 2019년 울릉주유소 기름 유출 사고 당시 흡착포를 일반폐기물로 처리한 것으로 뒤늦게 밝혀져 지역사회가 들썩이고 있다.,negative
