term,original_sentence,refined_sentence,sentiment
시너지,"김정욱 넥슨재단 이사장은 ""하이파이브 챌린지'와 함께 연계된 다양한 코딩교육 사회공헌활동이 시너지를 발휘해 누구나 쉽게 코딩을 배울 수 있는 교육 환경을 조성하는 데 이바지하겠다""며 ""넥슨재단은 어린이와 청소년들을 위해 넥슨이 가장 잘할 수 있는 일을 통해 우리 사회에 기여해 나갈 것""이라고 말했다.",김정욱 넥슨재단 이사장은 '하이파이브 챌린지'와 연계된 다양한 코딩교육 사회공헌활동이 시너지를 발휘해 누구나 쉽게 코딩을 배울 수 있는 교육 환경을 조성하는 데 이바지하겠다고 말했다.,positive
시너지,"이어 ""회천면을 중심으로 추진하는 율포 해양레저 거점사업은 국내 최장 깊이 스킨스쿠버 풀 생존체험장 실내 서핑장 수중 스튜디오 인피니티 풀 등을 갖춘 종합 레저시설로 2025년 완공될 예정""이라며 ""사업의 효과성을 높이기 위해 보성군은 추가로 해양 SOC사업을 유치하고 동율항 율포항 등 6개 항구에서 추진하는 어촌 뉴딜300 사업 등과 연계, 사업의 시너지를 높일 계획""이라고 덧붙였다.",보성군은 해양 SOC사업과 어촌 뉴딜300 사업 등과 연계하여 율포 해양레저 거점사업의 시너지를 높일 계획이다.,positive
시너지,"보성군은 이번 국비 확보가 지역 인구 유출 방지에도 기여할 것으로 기대하고 있으며, 기존 사업과의 시너지를 충분히 발휘해 권역별 균형 개발 도약의 발판이 될 것으로 전망하고 있다.",보성군은 기존 사업과의 시너지를 충분히 발휘해 권역별 균형 개발 도약의 발판이 될 것으로 전망하고 있다.,positive
시너지,"공공자원화 시설 입지로 낙점된 '연향들'이 순천만국가정원박람회장과 가깝다는 의견에 대해 그는 ""과학기술적으로 그만큼 자신 있다는 것이고 또 이 옆에 있는 시설들과 어우러져서 훨씬 더 큰 시너지를 낼 수 있기 때문에 이런 결정을 하는 것이다""며 ""하남이나 평택시와 달리 이 곳에는 음식물 쓰레기가 거기에 반입이 안 된다는 사실""이라며 ""일부에서 잘 내용을 파악이 안 된 상태에서 냄새가 나니 어쩌니 이런 것하고는 전혀 거리가 먼 시설이 들어선다. 오해가 좀 풀렸으면 좋겠다""고 강조했다.",그는 이 시설들이 연향들 주변에 위치하여 다른 시설들과 어우러져 더 큰 시너지를 낼 수 있다고 강조했다.,positive
시너지,이렇게 생각이 들고 그리고 해당 지역의 발전이라고 하는 것은 그 지역의 특성에 맞는 새로운 산업을 만들어야 되고 거기서 신성장 동력을 찾아야 되지 않겠냐 오늘날 지금 전국적 균형 발전을 하자고 하는 차원에서 전국적으로 혁신도시가 건설됐지만 가장 큰 맹점은 정주가 제대로 이루어지지 않고 그것이 큰 시너지 효과를 발휘하고 있지 못한 이런 것으로 되고 있어서 관공서만 세운다고 해서 모든 문제가 해결되는 게 아니라.,오늘날 지금 전국적 균형 발전을 하자고 하는 차원에서 전국적으로 혁신도시가 건설됐지만 가장 큰 맹점은 정주가 제대로 이루어지지 않고 그것이 큰 시너지 효과를 발휘하고 있지 못한 이런 것으로 되고 있어서 관공서만 세운다고 해서 모든 문제가 해결되는 게 아니라.,positive
시너지,"""당연히 경제적 효과는 중요하고 현실적으로 다가올 수밖에 없는 부분입니다. 순천을 찾은 이 많은 사람들이 소비군 역할을 어떻게 하는지 궁금하기도 할 것입니다. 현재 순천만국제정원박람회는 500만 명 돌파를 목전에 두고 있습니다. 소비군은 순천뿐만 아닌 인근도시까지 시너지가 발휘되고 있습니다. 이들이 기름도 넣고, 밥도 먹고, 기념품 사고 지방이 소멸되어가고 어려운 현실에 외부 소비군을 어떻게 끌어들여 새로운 동력으로 새롭게 도시를 꾸며가는 방식에 대해 많은 단체장들이 궁금해 하시는 것 같습니다.""","순천만국제정원박람회는 500만 명 돌파를 목전에 두고 있으며, 인근 도시와의 시너지 효과를 통해 지역 경제 활성화와 도시 재생에 기여하고 있습니다.",positive
시너지,이러한 경주장의 시설 인프라를 우리군의 다양한 관광 자원과 연계한다면 특화사업에 대한 상당한 시너지 효과를 일으킬 것으로 보인다.,이러한 경주장의 시설 인프라를 우리군의 다양한 관광 자원과 연계한다면 시너지 효과를 기대할 수 있다.,positive
시너지,"장기봉 담당관은 ""산모 평균연령과 혼인 증가 등 인구와 관련한 긍정적인 시그널이 감지된다""며 ""올해부터 본격화한 출산장려책이 시너지 효과를 나타내면 합계출산율 반등이 기대된다""고 했다.",장기봉 담당관은 출산장려책이 시너지 효과를 나타내면 합계출산율 반등이 기대된다고 했다.,positive
시너지,학문의 경계를 넘나들고 특히 인문학적인 소양 교육이 특화 분야와 시너지를 내도록 대학에 있는 벽을 허물겠다.,학문의 경계를 넘나들고 특히 인문학적인 소양 교육이 특화 분야와 시너지를 내도록 대학에 있는 벽을 허물겠다.,positive
시너지,"군은 ""산수유와 온천 등 천혜의 자원을 보유한 산동면에 조성되는 골프장은 지리산정원, 구례수목원 등 인근 관광 자원과 연계해 더욱 시너지 효과를 낼 것으로 기대된다""는 입장이다.",군은 산수유와 온천 등 천혜의 자원을 보유한 산동면에 조성되는 골프장이 인근 관광 자원과 연계해 시너지 효과를 기대한다고 밝혔다.,positive
시너지,15년 전 예견한 노관규 순천시장의 판단은 맞아 떨어지면서 이 인사말은 더욱 시너지를 발휘하고 있다.,이 인사말은 15년 전 예견한 노관규 순천시장의 판단이 맞아 떨어지면서 더욱 시너지를 발휘하고 있다.,positive
시너지,"양향자 의원은 ""RE100은 하나의 선언을 넘어 이미 무역장벽으로 작동하고 있는 만큼 재생에너지 확보는 국내 글로벌 기업들에게 사활이 달린 문제""라며 ""부족한 국내 재생에너지 생산량으로 우리 기업들이 어려움을 겪고 있는 상황에서 광주 전남의 풍부한 재생에너지 인프라와 LG이노텍의 협력이 시너지를 낼 것으로 기대한다""고 덧붙였다.",양향자 의원은 광주 전남의 풍부한 재생에너지 인프라와 LG이노텍의 협력이 시너지를 낼 것으로 기대한다고 말했다.,positive
시너지,"윤병태 시장은 축사를 통해 ""공공기관 2차이전은 전남의 농 수산, 에너지, 문화, 환경 등 우수한 지역자원과 1차 이전 공공기관과 연계를 통해 시너지를 극대화하는 방향으로 추진되어야 한다""고 말했다.",윤병태 시장은 공공기관 2차이전이 지역자원과 연계를 통해 시너지를 극대화하는 방향으로 추진되어야 한다고 말했다.,positive
시너지,중장기적으로 배터리 부문을 주도하는 포스코퓨처엠의 광양사업장과 시너지가 기대된다.,중장기적으로 배터리 부문을 주도하는 포스코퓨처엠의 광양사업장과 시너지가 기대된다.,positive
시너지,정부의 적극적인 지원으로 포스코그룹은 동호안 부지에 기존 철강과 국가첨단산업 간 시너지를 극대화해 메가 미래형 산업단지로 탈바꿈시킬 수 있는 발판을 마련하게 됐다.,정부의 적극적인 지원으로 포스코그룹은 동호안 부지에 기존 철강과 국가첨단산업 간 시너지를 극대화해 메가 미래형 산업단지로 탈바꿈시킬 수 있는 발판을 마련하게 됐다.,positive
시너지,올해 공모는 행정안전부의 지방소멸대응기금과 연계한 사업계획 수립으로 국토부의 기반시설 지원과 행안부의 인프라 서비스 지원 등이 결합돼 사업 간 시너지 효과를 낼 수 있도록 한다.,올해 공모는 행정안전부의 지방소멸대응기금과 연계한 사업계획 수립으로 사업 간 시너지 효과를 낼 수 있도록 한다.,positive
시너지,"지역수요맞춤지원 사업의 경우 정주환경 개선을 비롯해 관광지원, 산업활성화 등 분야에서 국비지원 지자체 사업과 연계해 상호 시너지를 낼 수 있는 패키지형 사업으로 확대한다.","지역수요맞춤지원 사업은 정주환경 개선, 관광지원, 산업활성화 등 분야에서 국비지원 지자체 사업과 연계하여 상호 시너지를 낼 수 있도록 확대된다.",positive
시너지,고향사랑기부제와 우대금리가 시너지를 내면서 지난달 28일 기준 고향사랑 기부 예 적금은 판매 적립액 1조원을 돌파하기도 했다.,고향사랑기부제와 우대금리가 시너지를 내면서 지난달 28일 기준 고향사랑 기부 적금은 판매 적립액 1조원을 돌파하기도 했다.,positive
시너지,"""지역 간 시너지 창출 국가 균형발전 도움""  김종갑 반도체산업 육성 추진위원장 ""반도체 산업의 수도권 집중을 막고 국가 균형 발전을 위해선 광주 전남에 국가첨단전략산업 반도체 특화단지(첨단특화단지)가 꼭 들어서야 합니다.""",지역 간 시너지 창출과 국가 균형발전을 위해 광주 전남에 반도체 특화단지의 필요성이 강조되고 있다.,positive
시너지,이번 국토교통부에서 수립하는 '제6차 국도건설계획'에 보다 많은 사업을 반영해 경남의 재도약을 위한 사회기반시설 구축 시너지를 극대화할 계획이다.,경남의 재도약을 위한 사회기반시설 구축 시너지를 극대화하기 위해 이번 국토교통부의 '제6차 국도건설계획'에 보다 많은 사업을 반영할 계획이다.,positive
시너지,"김요성 문화체육실장은 ""광주시는 마한역사 문화유적을 다수 보유하고, 마한의 시작과 끝의 역사성을 지닌 지역으로 마한역사 문화권을 아우르는 체계적인 조사 연구와 대국민 전시 홍보를 위해 센터의 최적지는 광주다""며 ""국립 마한역사 문화센터를 유치해 마한 역사를 재조명하고 광주가 가진 세계적 문화자원인 국립 아시아 문화전당, 광주 비엔날레 등과 시너지를 통해 2000여 년전 마한이 꽃피웠던 찬란한 문화를 전세계에 알리는데 적극적으로 나서겠다""고 말했다.",국립 마한역사 문화센터 유치를 통해 광주의 세계적 문화자원과 시너지를 창출하여 마한 역사를 전 세계에 알리겠다고 밝혔다.,positive
시너지,▣ 앵 커  그러면 업무 협약을 이번에 했으니 어떤 시너지 효과라고 해야 할까요.,그러면 업무 협약을 이번에 했으니 어떤 시너지 효과라고 해야 할까요.,positive
시너지,"또 다른 분리 찬성 패널인 박별희 순천대 경제무역학부 교수는 ""광주와 전남의 생산면에서 1인당 지역 내 총생산액이 큰 차이가 나고, 경제활동의 양상도 크게 다르다는 점을 고려할 때 서로 다른 관점에서 행정적, 경제적 대응이 필요하다는 점에서 연구원의 통합 운영보다 분리 운영이 훨씬 시너지를 낼 수 있다""고 분석했다.","박별희 교수는 서로 다른 관점에서 행정적, 경제적 대응이 필요하다는 점에서 분리 운영이 훨씬 시너지를 낼 수 있다고 분석했다.",positive
시너지,"이용빈 의원은 ""지금 가장 절실한 인구소멸에 어떻게 대응할 것인가가 공공기관 이전의 중요한 화두가 돼야 한다""며 ""광주 전남의 강점인 에너지 인공지능 군공항 이전과 관련해 상생 시너지를 낼 수 있도록 함께 노력하고 인구소멸 대응을 위한 역사적 고려도 필요한 만큼 재외동포에 대한 포용의 노력을 지속하는 것도 중요하다""고 강조했다.",이용빈 의원은 광주 전남의 강점인 에너지 인공지능 군공항 이전과 관련해 상생 시너지를 낼 수 있도록 함께 노력하는 것이 중요하다고 강조했다.,positive
시너지,또 전라남도교육청에서 내달 개소 예정인 진로진학상담센터와의 협업을 통해 센터 운영의 시너지 효과를 키운다는 방침이다.,전라남도교육청은 내달 개소 예정인 진로진학상담센터와의 협업을 통해 센터 운영의 시너지 효과를 키운다는 방침이다.,positive
시너지,"김 의원은 ""도청 신도시는 도로, 철도 등 기본적인 인프라를 보유하고 있어 소모적인 행정절차 및 개발행위를 최소화 할 수 있다""며 ""도청 신도시 혁신도시와의 시너지 효과, 혁신도시 조성 기간 단축, SOC 중복 투자 방지 등의 장점을 살릴 수 있는 혁신도시 유치의 최적지""라고 말했다.",김 의원은 도청 신도시와 혁신도시의 시너지 효과를 통해 개발 기간 단축과 SOC 중복 투자 방지 등의 장점을 기대한다고 말했다.,positive
시너지,"영광군이 4년 연속 합계출산율 전국 1위를 차지할 수 있었던 데에는 분야별 정책의 복합적인 시너지 작용으로, 결혼 출산 지원을 적극 장려하고 청년 세대 지원과 투자유치를 통한 일자리 창출에 노력을 기울인 결과로 해석된다.",영광군이 4년 연속 합계출산율 전국 1위를 차지할 수 있었던 데에는 분야별 정책의 복합적인 시너지 작용이 큰 역할을 했다.,positive
시너지,일단 이제 지역과의 시너지 효과가 중요한 기준이 될 것으로 보입니다.,일단 이제 지역과의 시너지 효과가 중요한 기준이 될 것으로 보입니다.,positive
시너지,"김 지사는 ""농협중앙회 본사가 전남으로 이전하면 광주전남혁신도시를 중심으로 한 전남 서남권이 대한민국 농업수도로 육성돼 지방소멸과 국가균형발전 등 시너지 효과를 낼 것으로 기대된다""며 ""기관 이전은 국가적 차원에서 검토돼야 할 문제지만 국내 농업발전 등을 위해 농협이 지방균형발전 차원에서 선도적 역할을 해주길 바란다""고 당부했다.","김 지사는 농협중앙회 본사 이전이 전남 서남권의 농업수도 육성과 지방소멸, 국가균형발전 등 시너지 효과를 낼 것으로 기대한다고 말했다.",positive
시너지,인접 지역 간 연대는 여러 지역이 모여 시너지 효과를 발휘하면 기부 유치는 물론 고향사랑기부제의 목적 중 하나인 생활인구를 확보하는 데 더 수월하다는 공감대가 형성된 결과로 풀이된다.,인접 지역 간 연대는 여러 지역이 모여 시너지 효과를 발휘하면 기부 유치와 생활인구 확보에 도움이 된다는 공감대가 형성된 결과로 풀이된다.,positive
시너지,"특별지자체가 되면 4개 지역 교통을 통합 연결하고, 문화관광 산업기반 등 지역 자원을 공유하는 등 시너지 효과가 커진다.","특별지자체가 되면 4개 지역 교통을 통합 연결하고, 문화관광 산업기반 등 지역 자원을 공유하는 등 시너지 효과가 커진다.",positive
시너지,다만 지금 이 문제가 아까도 말씀드렸지만 농협중앙회나 수협중앙회가 가지고 있는 산업적 위상이라든가 규모라든가 이런 것들이 우리 지역과 굉장히 상호 발전할 수 있는 시너지 효과가 있다고 생각하고 문제 제기를 한 것입니다.,이 문제 제기는 농협중앙회와 수협중앙회의 산업적 위상과 규모가 우리 지역과 상호 발전할 수 있는 시너지 효과를 기대하기 위해 제기된 것이다.,positive
시너지,시너지 효과가 있죠.,시너지 효과가 있죠.,positive
시너지,"이런 데서 경기도와 전북이 시너지 효과를 낼 수 있을 거고요."" 영상취재  최인수, 강미이    전주MBC  기사를 더 보고 싶다면?",이런 데서 경기도와 전북이 시너지 효과를 낼 수 있을 거고요.,positive
시너지,"전북도는 민선 8기 공약 사업인 '새만금 청년농 스마트팜 창업특구 조성'을 위해 농업스타트업단지 인근에 자리 잡은 지역특화 임대형 스마트팜(7.5㏊), 농산물 산지유통시설, 청년농촌보금자리 사업 등과 관련 시설 집적화를 통한 시너지 효과를 기대하고 있다.",전북도는 민선 8기 공약 사업인 '새만금 청년농 스마트팜 창업특구 조성'을 위해 관련 시설 집적화를 통한 시너지 효과를 기대하고 있다.,positive
시너지,그렇지만 온라인의 정치적 양극화와 오프라인의 일당 독점이 만나 시너지를 내고 있는 현실을 보면 섬뜩합니다.,온라인의 정치적 양극화와 오프라인의 일당 독점이 만나 시너지를 내고 있는 현실을 보면 섬뜩합니다.,positive
시너지,부산까지 합류했다면 더 큰 시너지를 낼 수 있었겠지만 결국 무산됐다.,부산까지 합류했다면 더 큰 시너지를 낼 수 있었겠지만 결국 무산됐다.,positive
시너지,전국 규모 관광사진 영상 및 기념품(굿즈) 공모전 등 광양관광자원에 대한 관심을 유도하고 홍보에 활용하는 등 시너지를 낼 수 있는 다각적인 사업을 추진한다.,전국 규모 관광사진 영상 및 기념품(굿즈) 공모전 등 광양관광자원에 대한 관심을 유도하고 홍보에 활용하는 등 시너지를 낼 수 있는 다각적인 사업을 추진한다.,positive
시너지,다양한 문화 관광 스포츠 자원의 가치를 재조명하여 전략적 시너지 효과를 내는 경제관광 체계를 탄탄히 구축해 나갈 계획이다.,다양한 문화 관광 스포츠 자원의 가치를 재조명하여 전략적 시너지 효과를 내는 경제관광 체계를 탄탄히 구축해 나갈 계획이다.,positive
시너지,"해남형 워케이션 기반 구축, 반려동물 테마파크 조성, 이동식 숙박사업 육성 등 최신 관광 트렌드에 부합한 체류형 관광상품을 적극 발굴, 운영할 계획으로  지난해 출범한 해남문화관광재단을 통해 해남만의 특화된 사업을 추진할 수 있도록 군과 재단간 긴밀한 협업으로 해남관광 시너지 효과를 증대하겠습니다.",해남관광 시너지 효과를 증대하기 위해 군과 재단 간 긴밀한 협업으로 해남만의 특화된 사업을 추진할 계획입니다.,positive
시너지,우주산업클러스터 구축으로 한국항공우주산업(KAI) 등 인접한 서부경남 항공우주기업들과의 시너지 효과가 기대된다.,우주산업클러스터 구축으로 한국항공우주산업(KAI) 등 인접한 서부경남 항공우주기업들과의 시너지 효과가 기대된다.,positive
시너지,각 부서에 흩어진 업무를 일원화해 시너지를 높이기 위한 계획도 세웠다.,각 부서에 흩어진 업무를 일원화해 시너지를 높이기 위한 계획도 세웠다.,positive
시너지,"이어 김 도지사는 명량대첩축제 관련해서도 ""장흥 회령포가 명량해전의 승리의 출발점이었으며 연관성이 크다는 역사적 사실에 공감하며 조선수군함대 출정식을 개최하는 등 양 축제가 시너지 효과를 낼 수 있도록 적극 검토하고 상생발전 방안을 마련하겠다""고 밝혔다.",김 도지사는 명량대첩축제와 관련하여 양 축제가 시너지 효과를 낼 수 있도록 적극 검토하겠다고 밝혔다.,positive
시너지,"아울러 ""한국전력을 비롯한 에너지기업 집적화에 따른 시너지 효과는 물론 국가 AI데이터센터를 보유하고 있어 시스템 반도체 사업의 확장은 물론 경쟁력을 키울 수 있는 기반도 갖췄다""고 덧붙였다.",아울러 '한국전력을 비롯한 에너지기업 집적화에 따른 시너지 효과는 물론 국가 AI데이터센터를 보유하고 있어 시스템 반도체 사업의 확장은 물론 경쟁력을 키울 수 있는 기반도 갖췄다'고 덧붙였다.,positive
시너지,"천혜의 해양 인프라와 맑고 푸른 환경을 보유한 청정 완도에 전 세계 수백만 관광객과 휴양객을 유치하고, 더 나아가 농업, 수산, 골목상권 등 후방산업까지 활성화하는 시너지 창출이 목표다.","천혜의 해양 인프라와 맑고 푸른 환경을 보유한 청정 완도에 전 세계 수백만 관광객과 휴양객을 유치하고, 더 나아가 농업, 수산, 골목상권 등 후방산업까지 활성화하는 시너지 창출이 목표다.",positive
시너지,조직개편에 따라 유사기능과 시너지를 고려해 기존 2실 16과 2직속기관 5사업소에서 2실 17과 2직속기관 5사업소로 1과가 확대되었다.,조직개편에 따라 유사기능과 시너지를 고려해 1과가 확대되었다.,positive
시너지,"최 차관은 ""최근 들어 산업구조 변화와 코로나19 장기화 영향에 지역불균형이 도리어 확대된 측면이 있다""며 ""이를 반전시키기 위해 지역투자를 확충하고 중앙정부와 지자체 사업 간 서로 시너지를 내도록 긴밀히 협력해야 한다""고 말했다.",최 차관은 지역투자를 확충하고 중앙정부와 지자체 사업 간 시너지를 내기 위해 긴밀히 협력해야 한다고 말했다.,positive
시너지,"""지난해 9월 가문 지방 곳간에 단비가 되어줄 '고향사랑기부금법'이 통과돼 내년 1월 시행을 앞두고 있다. 고향사랑기부제는 고향을 사랑하는 향우들이 고향에 기부할 기회를 줘 지방재정이 보탬이 되는 것은 물론 자긍심과 애향심을 높이는 데 큰 힘이 될 것이다. 기부자에게 답례품을 제공할 수 있어 특산품 등을 소비해 지역 경제에도 활기가 돌 것으로 예상하고 있다. 지난해 전남도는 '전남사랑도민증'을 만들어 도 내 주요 관광지나 레저시설 이용, 고향 농 수산물 구입 시 다양한 할인 혜택을 주고 있다. 민선 8기에는 지역의 농 수 특산물을 사랑하고 판촉 소비 홍보에 앞장서는 '전남 사랑애(愛) 서포터즈' 100만 명도 키울 계획이다. 이를 고향사랑기부금과 연계해 활용한다면 시너지는 물론 향우와 도민을 더 끈끈하게 이어주는 이음줄이 될 것으로 기대한다. 전남도는 전국 최초로 전담 조직을 신설했고, 토론회를 열고 관련 연구 용역을 등을 바탕으로 조례를 만들어 답례품 구성과 홍보 등에 최선을 다하고 있다. 전남도 기부액이 약 430억원 정도로 예상되는 만큼 제도가 잘 자리잡아 고향을 살리고 국가를 고르게 발전시키는 지역균형발전의 마중물이 됐으면 하는 바람이다.""",이를 고향사랑기부금과 연계해 활용한다면 시너지 효과를 기대할 수 있다.,positive
시너지,"이상철 곡성군수는 ""9개 사업이 서로 체계적으로 연계됨으로써 청년 인구 유입에 시너지 효과를 일으킬 수 있도록 구성했다""며 ""기금 사업이 인구 감소 대응의 마중물이 될 수 있도록 우리 군 특화 시책을 내실 있게 추진하겠다""고 말했다.",이상철 곡성군수는 9개 사업이 서로 체계적으로 연계되어 시너지 효과를 낼 수 있도록 추진하겠다고 말했다.,positive
시너지,"현재 320억 원을 들여 신지명사십리해수욕장에 해양치유센터를 짓는데 이어, 센터와 시너지 효과를 내기 위해 국가균형발전위원회로부터 182억 원을 얻어내 해양기후치유센터와 해양문화치유센터 등도 주변에 추가로 짓고 있습니다.","현재 320억 원을 들여 신지명사십리해수욕장에 해양치유센터를 짓는데 이어, 센터와 시너지 효과를 내기 위해 국가균형발전위원회로부터 182억 원을 얻어내 해양기후치유센터와 해양문화치유센터 등도 주변에 추가로 짓고 있습니다.",positive
시너지,"신안군은 이번 사업으로 진입도로, 주차장 등 부족한 기반시설(인프라)을 확충해 육지와 섬을 잇는 천사대교와 시너지 효과를 일으켜 서남해안 거점관광지역으로 육성할 계획이다.",신안군은 이번 사업으로 육지와 섬을 잇는 천사대교와 시너지 효과를 일으켜 서남해안 거점관광지역으로 육성할 계획이다.,positive
시너지,"강 시장은 ""광주시와 전남도의 협력 시너지 효과는 '1+1 2'가 아닌 '1+1 10'이 될 것이다""며 ""기존 상생공동 협력과제에 신규과제를 더하고 이익을 공유하는 지역발전의 중요한 의미를 갖게 될 것이다""고 밝혔다.",강 시장은 광주시와 전남도의 협력 시너지 효과는 '1+1 2'가 아닌 '1+1 10'이 될 것이라고 밝혔다.,positive
시너지,"세부 과제 중에 공공기관 지역인재 의무채용 확대와 초광역지역연합구축 지원 특별법 제정, 공공기관 추가 이전, 인구감소지역 지원 특별법 등은 전남도의 중장기 발전 정책과 기조가 같아 시너지 효과가 기대된다.",세부 과제들은 전남도의 중장기 발전 정책과 기조가 같아 시너지 효과가 기대된다.,positive
시너지,"즉, 귀농인이 유입되면서 기존의 농업인과는 다른 시각을 가지고 새로운 접근을 하게 되고, 이것이 시너지가 되면서, 사업이 성장하게 되는데요.",귀농인의 유입으로 인해 기존 농업인과 다른 시각이 더해지면서 시너지가 발생하여 사업이 성장하게 된다.,positive
시너지,"김성 장흥군수는 ""농촌협약사업을 통해 365생활권을 조성하고 주민 정주여건을 개선해 인구감소와 고령화로 인한 지방소멸위기를 극복하겠다""면서"" 다양한 사업을 연계해 시너지 효과를 창출할 수 있도록 노력하겠다""고 강조했다.",김성 장흥군수는 다양한 사업을 연계해 시너지 효과를 창출할 수 있도록 노력하겠다고 강조했다.,positive
시너지,"김영록 전남지사 반도체 풍력 등 30조 규모 첨단산업 유치 목표 ""DJ 이후 약해진 호남정신 복원해 시너지 낼 것"" 산하기관장 인사에서 40대 이하 청년층 발탁 ""인구소멸 대응 스마트 청년 농업인 1만명 육성"" 두 번째 임기를 시작한 김영록 전남지사는 전남도를 '대한민국 균형발전의 중심'으로 도약시킬 구상에 여념이 없다.",김영록 전남지사는 전남도를 '대한민국 균형발전의 중심'으로 도약시키기 위해 시너지 창출에 힘쓰고 있다.,positive
시너지,"이어 ""정부는 민간 중심의 경제로 전환하고, 민생 안정을 최우선으로 하면서 국가 핵심 산업과 인재 육성에 과감히 투자해야 한다""며 ""이런 과제들은 중앙과 지방 정부가 함께 적극적으로 힘을 모아 나갈 때 실현 가능하고 시너지가 날 것""이라고 했다.",이런 과제들은 중앙과 지방 정부가 함께 적극적으로 힘을 모아 나갈 때 실현 가능하고 시너지가 날 것이라고 했다.,positive
시너지,"세부 내용으로는 관광과와 문화예술과를 통합해 문화관광실로 개편, 문화관광의 시너지 효과를 내고 4급으로 직급을 상향해 문화관광 분야 보강하고 늘어나는 복지수요에 적극적으로 대응하기 위해 주민복지실을 주민복지과와 군민행복과로 분리 운영 한다.","관광과와 문화예술과를 통합해 문화관광실로 개편하고, 문화관광의 시너지 효과를 내기 위해 4급으로 직급을 상향하며, 늘어나는 복지수요에 대응하기 위해 주민복지실을 주민복지과와 군민행복과로 분리 운영한다.",positive
시너지,한국투자공사 전북으로 옮겨가면 이런 공공금융 투자기관들 시너지 있는 플랫폼을 만들수 있다.,한국투자공사 전북으로 옮겨가면 이런 공공금융 투자기관들 시너지 있는 플랫폼을 만들수 있다.,positive
시너지,"벼 밀 양파 시금치 열무 냉이 대추 배추 감 배 등 다양한 품목의 인증을 취득했으며, 인근 용천사 등 관광인프라와 연계한 시너지 효과도 기대된다.",인근 용천사 등 관광인프라와 연계한 시너지 효과도 기대된다.,positive
시너지,"8개월 남은 2023순천만국제정원박람회에 대해서는 ""사업을 근본적으로 바꿀 순 없기에 기본적인 틀을 흐트러뜨리지 않는 선에서 제가 과거에 경험했던 것을 더해서 시너지 효과가 생기도록 하겠다""며 ""수익사업으로 박람회 비용을 메우는 것 등을 포함한 여러가지를 점검하겠다""고 설명했다.",8개월 남은 2023순천만국제정원박람회에 대해 '수익사업으로 박람회 비용을 메우는 것 등을 포함한 여러 가지를 점검하겠다'며 시너지 효과를 내기 위해 노력하겠다고 설명했다.,positive
시너지,"강성민 대한가맹거래사협회장은 ""공공 배달앱은 기초가 아닌, 최소 광역 지자체 단위로 운영하는 것이 맞다.  광역단체에서 주축이 돼서 앱을 통합해서 움직이게 하면 비용도 절감하고 소비자도 편리할 것이다. 지역화폐도 가까운 지자체끼리 통합 운영하면 시너지 효과를 기대할 수 있다""고 말했다.",지역화폐도 가까운 지자체끼리 통합 운영하면 시너지 효과를 기대할 수 있다.,positive
시너지,탄소 제로 시대를 맞이한 가운데 친환경 목재 건축물(랜드마크)과 지속 가능한 거점 시설물까지 연계 조성해 시너지 효과를 발휘한다면 인근 도시의 관광수요를 흡수할 '머무는 관광도시'로 거듭날 것으로 기대한다.,친환경 목재 건축물과 지속 가능한 거점 시설물의 연계 조성은 시너지 효과를 발휘하여 인근 도시의 관광수요를 흡수하는 데 기여할 것으로 기대된다.,positive
시너지,"""윤 당선인 측이 균형발전과 자치분권을 묶어서 접근하려는 입장을 보이는데 매우 바람직하다고 본다. 균형발전특위에 자치분권 전문가들이 많이 들어가 있는 것도 그런 이유라고 본다. 그런데 자치분권과 균형발전은 보완적 관계이기도 하지만 상충적 관계이기도 하다. 예를 들어 지금 상태에서 자치분권이 강화된다면, 자치체별로 경제상황이나 재정여건의 편차가 워낙 크기 때문에 되레 균형발전보다는 불균형발전을 가속화하는 결과를 빚을 수 있다는 얘기다. 따라서 균형발전과 자치분권이 보완적 시너지를 낼 수 있도록, 중앙 보조금이나 예산 지원, 산업배분 등에서 자치제 편차를 조정하는 장치 같은 게 반드시 함께 강구돼야 한다고 본다.""","균형발전과 자치분권이 보완적 시너지를 낼 수 있도록, 중앙 보조금이나 예산 지원, 산업배분 등에서 자치제 편차를 조정하는 장치 같은 게 반드시 함께 강구돼야 한다.",positive
시너지,이와 함께 '순천 100년 미래' 청사진의 완성은 광양시와 여수시가 함께 뭉쳐야 시너지 효과가 발생할 것이라고 강조했다.,이와 함께 '순천 100년 미래' 청사진의 완성은 광양시와 여수시가 함께 뭉쳐야 시너지 효과가 발생할 것이라고 강조했다.,positive
시너지,"임영태 회장은 ""사내호 역간척 추진 목표와 목적은 원래 가지고 있는 자연으로 환원을 통한 바다 생태계 복원이다""며 ""바다 수산물 산업과 양식산업을 친자연, 친환경 방식으로 활성화하고, 궁극적으로는 자연 생태계 복원으로 지역소멸 방지와 수산업이 해양산업과 시너지를 내는 시대로 만드는 것""이라고 말했다.",임영태 회장은 자연 생태계 복원과 수산업이 해양산업과 시너지를 내는 시대를 만드는 것이 목표라고 말했다.,positive
시너지,"그는 또 ""군민이 함께하는 통합의 시너지를 창출해 실질적인 함평의 성장을 이끌어 내겠다""며 ""당당하고 자랑스러운 함평을 다시 만들어 내겠다""고 강조했다.",그는 군민이 함께하는 통합의 시너지를 창출해 함평의 성장을 이끌어 내겠다고 강조했다.,positive
